ligand_id,file_prefix,label,train_test_split,atom_count,xsize,ysize,zsize,p_atom_count1,p_atom_count2,p_xsize,p_ysize,p_zsize
1eb2,2/refined_train_3dnn/1eb2,6.01,2,0,0,0,0,0,0,0,0,0
1ebw,2/refined_train_3dnn/1ebw,9.05,2,0,0,0,0,0,0,0,0,0
1ebz,2/refined_train_3dnn/1ebz,9.4,2,0,0,0,0,0,0,0,0,0
1ec0,2/refined_train_3dnn/1ec0,8.49,2,0,0,0,0,0,0,0,0,0
1ec1,2/refined_train_3dnn/1ec1,8.92,2,0,0,0,0,0,0,0,0,0
1ec2,2/refined_train_3dnn/1ec2,10.0,2,0,0,0,0,0,0,0,0,0
1ec9,2/refined_train_3dnn/1ec9,3.1,2,0,0,0,0,0,0,0,0,0
1ecv,2/refined_train_3dnn/1ecv,4.85,2,0,0,0,0,0,0,0,0,0
1egh,2/refined_train_3dnn/1egh,5.7,2,0,0,0,0,0,0,0,0,0
1ejn,2/refined_train_3dnn/1ejn,5.62,2,0,0,0,0,0,0,0,0,0
1ela,2/refined_train_3dnn/1ela,6.36,2,0,0,0,0,0,0,0,0,0
1elc,2/refined_train_3dnn/1elc,6.66,2,0,0,0,0,0,0,0,0,0
1eld,2/refined_train_3dnn/1eld,6.7,2,0,0,0,0,0,0,0,0,0
1ele,2/refined_train_3dnn/1ele,6.85,2,0,0,0,0,0,0,0,0,0
1elr,2/refined_train_3dnn/1elr,4.96,2,0,0,0,0,0,0,0,0,0
1enu,2/refined_train_3dnn/1enu,5.08,2,0,0,0,0,0,0,0,0,0
1eoc,2/refined_train_3dnn/1eoc,6.05,2,0,0,0,0,0,0,0,0,0
1epo,2/refined_train_3dnn/1epo,7.96,2,0,0,0,0,0,0,0,0,0
1erb,2/refined_train_3dnn/1erb,8.1,2,0,0,0,0,0,0,0,0,0
1ew8,2/refined_train_3dnn/1ew8,2.26,2,0,0,0,0,0,0,0,0,0
1ew9,2/refined_train_3dnn/1ew9,3.22,2,0,0,0,0,0,0,0,0,0
1ex8,2/refined_train_3dnn/1ex8,6.33,2,0,0,0,0,0,0,0,0,0
1ezq,2/refined_train_3dnn/1ezq,9.05,2,0,0,0,0,0,0,0,0,0
1f0r,2/refined_train_3dnn/1f0r,7.66,2,0,0,0,0,0,0,0,0,0
1f0s,2/refined_train_3dnn/1f0s,7.74,2,0,0,0,0,0,0,0,0,0
1f0t,2/refined_train_3dnn/1f0t,6.0,2,0,0,0,0,0,0,0,0,0
1f0u,2/refined_train_3dnn/1f0u,7.16,2,0,0,0,0,0,0,0,0,0
1f3e,2/refined_train_3dnn/1f3e,6.7,2,0,0,0,0,0,0,0,0,0
1f4e,2/refined_train_3dnn/1f4e,2.96,2,0,0,0,0,0,0,0,0,0
1f4f,2/refined_train_3dnn/1f4f,4.62,2,0,0,0,0,0,0,0,0,0
1f4g,2/refined_train_3dnn/1f4g,6.48,2,0,0,0,0,0,0,0,0,0
1f4x,2/refined_train_3dnn/1f4x,5.59,2,0,0,0,0,0,0,0,0,0
1f57,2/refined_train_3dnn/1f57,5.64,2,0,0,0,0,0,0,0,0,0
1f5k,2/refined_train_3dnn/1f5k,3.74,2,0,0,0,0,0,0,0,0,0
1f73,2/refined_train_3dnn/1f73,2.39,2,0,0,0,0,0,0,0,0,0
1f74,2/refined_train_3dnn/1f74,3.05,2,0,0,0,0,0,0,0,0,0
1f8b,2/refined_train_3dnn/1f8b,5.4,2,0,0,0,0,0,0,0,0,0
1f8c,2/refined_train_3dnn/1f8c,7.4,2,0,0,0,0,0,0,0,0,0
1f8d,2/refined_train_3dnn/1f8d,3.4,2,0,0,0,0,0,0,0,0,0
1fao,2/refined_train_3dnn/1fao,7.37,2,0,0,0,0,0,0,0,0,0
1fcx,2/refined_train_3dnn/1fcx,7.19,2,0,0,0,0,0,0,0,0,0
1fcz,2/refined_train_3dnn/1fcz,9.22,2,0,0,0,0,0,0,0,0,0
1fd0,2/refined_train_3dnn/1fd0,8.4,2,0,0,0,0,0,0,0,0,0
1fh7,2/refined_train_3dnn/1fh7,5.24,2,0,0,0,0,0,0,0,0,0
1fh9,2/refined_train_3dnn/1fh9,6.43,2,0,0,0,0,0,0,0,0,0
1fiv,2/refined_train_3dnn/1fiv,6.59,2,0,0,0,0,0,0,0,0,0
1fjs,2/refined_train_3dnn/1fjs,9.96,2,0,0,0,0,0,0,0,0,0
1fkb,2/refined_train_3dnn/1fkb,9.7,2,0,0,0,0,0,0,0,0,0
1fkf,2/refined_train_3dnn/1fkf,9.4,2,0,0,0,0,0,0,0,0,0
1fkg,2/refined_train_3dnn/1fkg,8.0,2,0,0,0,0,0,0,0,0,0
1fkh,2/refined_train_3dnn/1fkh,8.15,2,0,0,0,0,0,0,0,0,0
1fki,2/refined_train_3dnn/1fki,7.0,2,0,0,0,0,0,0,0,0,0
1fkn,2/refined_train_3dnn/1fkn,8.8,2,0,0,0,0,0,0,0,0,0
1fkw,2/refined_train_3dnn/1fkw,5.05,2,0,0,0,0,0,0,0,0,0
1fl3,2/refined_train_3dnn/1fl3,6.8,2,0,0,0,0,0,0,0,0,0
1flr,2/refined_train_3dnn/1flr,10.0,2,0,0,0,0,0,0,0,0,0
1fm9,2/refined_train_3dnn/1fm9,9.0,2,0,0,0,0,0,0,0,0,0
1fo0,2/refined_train_3dnn/1fo0,5.59,2,0,0,0,0,0,0,0,0,0
1fpc,2/refined_train_3dnn/1fpc,7.0,2,0,0,0,0,0,0,0,0,0
1fq5,2/refined_train_3dnn/1fq5,8.4,2,0,0,0,0,0,0,0,0,0
1ftm,2/refined_train_3dnn/1ftm,7.61,2,0,0,0,0,0,0,0,0,0
1fv0,2/refined_train_3dnn/1fv0,5.93,2,0,0,0,0,0,0,0,0,0
1fzj,2/refined_train_3dnn/1fzj,8.1,2,0,0,0,0,0,0,0,0,0
1fzk,2/refined_train_3dnn/1fzk,8.4,2,0,0,0,0,0,0,0,0,0
1fzm,2/refined_train_3dnn/1fzm,7.7,2,0,0,0,0,0,0,0,0,0
1fzq,2/refined_train_3dnn/1fzq,7.62,2,0,0,0,0,0,0,0,0,0
1g1d,2/refined_train_3dnn/1g1d,9.44,2,0,0,0,0,0,0,0,0,0
1g2l,2/refined_train_3dnn/1g2l,7.24,2,0,0,0,0,0,0,0,0,0
1g2o,2/refined_train_3dnn/1g2o,10.55,2,0,0,0,0,0,0,0,0,0
1g30,2/refined_train_3dnn/1g30,6.85,2,0,0,0,0,0,0,0,0,0
1g35,2/refined_train_3dnn/1g35,8.14,2,0,0,0,0,0,0,0,0,0
1g36,2/refined_train_3dnn/1g36,7.17,2,0,0,0,0,0,0,0,0,0
1g3d,2/refined_train_3dnn/1g3d,5.55,2,0,0,0,0,0,0,0,0,0
1g3e,2/refined_train_3dnn/1g3e,5.38,2,0,0,0,0,0,0,0,0,0
1g45,2/refined_train_3dnn/1g45,8.64,2,0,0,0,0,0,0,0,0,0
1g46,2/refined_train_3dnn/1g46,8.8,2,0,0,0,0,0,0,0,0,0
1g48,2/refined_train_3dnn/1g48,8.41,2,0,0,0,0,0,0,0,0,0
1g4o,2/refined_train_3dnn/1g4o,8.25,2,0,0,0,0,0,0,0,0,0
1g52,2/refined_train_3dnn/1g52,9.54,2,0,0,0,0,0,0,0,0,0
1g54,2/refined_train_3dnn/1g54,8.82,2,0,0,0,0,0,0,0,0,0
1g74,2/refined_train_3dnn/1g74,6.52,2,0,0,0,0,0,0,0,0,0
1g7f,2/refined_train_3dnn/1g7f,5.47,2,0,0,0,0,0,0,0,0,0
1g7g,2/refined_train_3dnn/1g7g,6.6,2,0,0,0,0,0,0,0,0,0
1g7q,2/refined_train_3dnn/1g7q,6.06,2,0,0,0,0,0,0,0,0,0
1g7v,2/refined_train_3dnn/1g7v,6.4,2,0,0,0,0,0,0,0,0,0
1g85,2/refined_train_3dnn/1g85,5.48,2,0,0,0,0,0,0,0,0,0
1g98,2/refined_train_3dnn/1g98,5.7,2,0,0,0,0,0,0,0,0,0
1gaf,2/refined_train_3dnn/1gaf,8.0,2,0,0,0,0,0,0,0,0,0
1gai,2/refined_train_3dnn/1gai,8.0,2,0,0,0,0,0,0,0,0,0
1gar,2/refined_train_3dnn/1gar,10.0,2,0,0,0,0,0,0,0,0,0
1gfy,2/refined_train_3dnn/1gfy,5.08,2,0,0,0,0,0,0,0,0,0
1ghv,2/refined_train_3dnn/1ghv,4.35,2,0,0,0,0,0,0,0,0,0
1ghw,2/refined_train_3dnn/1ghw,4.2,2,0,0,0,0,0,0,0,0,0
1ghy,2/refined_train_3dnn/1ghy,8.1,2,0,0,0,0,0,0,0,0,0
1ghz,2/refined_train_3dnn/1ghz,4.8,2,0,0,0,0,0,0,0,0,0
1gi1,2/refined_train_3dnn/1gi1,5.47,2,0,0,0,0,0,0,0,0,0
1gi4,2/refined_train_3dnn/1gi4,7.19,2,0,0,0,0,0,0,0,0,0
1gi7,2/refined_train_3dnn/1gi7,4.51,2,0,0,0,0,0,0,0,0,0
1gj6,2/refined_train_3dnn/1gj6,7.0,2,0,0,0,0,0,0,0,0,0
1gjc,2/refined_train_3dnn/1gjc,6.35,2,0,0,0,0,0,0,0,0,0
1gnm,2/refined_train_3dnn/1gnm,6.25,2,0,0,0,0,0,0,0,0,0
1gnn,2/refined_train_3dnn/1gnn,5.68,2,0,0,0,0,0,0,0,0,0
1gno,2/refined_train_3dnn/1gno,7.7,2,0,0,0,0,0,0,0,0,0
1grp,2/refined_train_3dnn/1grp,3.72,2,0,0,0,0,0,0,0,0,0
1gvw,2/refined_train_3dnn/1gvw,6.96,2,0,0,0,0,0,0,0,0,0
1gvx,2/refined_train_3dnn/1gvx,7.22,2,0,0,0,0,0,0,0,0,0
1gwv,2/refined_train_3dnn/1gwv,2.57,2,0,0,0,0,0,0,0,0,0
1gyx,2/refined_train_3dnn/1gyx,2.48,2,0,0,0,0,0,0,0,0,0
1gyy,2/refined_train_3dnn/1gyy,3.64,2,0,0,0,0,0,0,0,0,0
1h0a,2/refined_train_3dnn/1h0a,5.44,2,0,0,0,0,0,0,0,0,0
1h1s,2/refined_train_3dnn/1h1s,8.22,2,0,0,0,0,0,0,0,0,0
1h2k,2/refined_train_3dnn/1h2k,2.92,2,0,0,0,0,0,0,0,0,0
1h2t,2/refined_train_3dnn/1h2t,7.89,2,0,0,0,0,0,0,0,0,0
1h4w,2/refined_train_3dnn/1h4w,4.66,2,0,0,0,0,0,0,0,0,0
1h6h,2/refined_train_3dnn/1h6h,5.3,2,0,0,0,0,0,0,0,0,0
1hbv,2/refined_train_3dnn/1hbv,6.37,2,0,0,0,0,0,0,0,0,0
1hdq,2/refined_train_3dnn/1hdq,5.82,2,0,0,0,0,0,0,0,0,0
1hee,2/refined_train_3dnn/1hee,5.34,2,0,0,0,0,0,0,0,0,0
1hfs,2/refined_train_3dnn/1hfs,8.7,2,0,0,0,0,0,0,0,0,0
1hi4,2/refined_train_3dnn/1hi4,4.49,2,0,0,0,0,0,0,0,0,0
1hi5,2/refined_train_3dnn/1hi5,4.04,2,0,0,0,0,0,0,0,0,0
1hih,2/refined_train_3dnn/1hih,8.05,2,0,0,0,0,0,0,0,0,0
1hii,2/refined_train_3dnn/1hii,7.28,2,0,0,0,0,0,0,0,0,0
1hk4,2/refined_train_3dnn/1hk4,5.31,2,0,0,0,0,0,0,0,0,0
1hlk,2/refined_train_3dnn/1hlk,5.0,2,0,0,0,0,0,0,0,0,0
1hmr,2/refined_train_3dnn/1hmr,6.55,2,0,0,0,0,0,0,0,0,0
1hmt,2/refined_train_3dnn/1hmt,5.79,2,0,0,0,0,0,0,0,0,0
1hn4,2/refined_train_3dnn/1hn4,3.82,2,0,0,0,0,0,0,0,0,0
1hos,2/refined_train_3dnn/1hos,8.55,2,0,0,0,0,0,0,0,0,0
1hp5,2/refined_train_3dnn/1hp5,6.55,2,0,0,0,0,0,0,0,0,0
1hpo,2/refined_train_3dnn/1hpo,9.22,2,0,0,0,0,0,0,0,0,0
1hps,2/refined_train_3dnn/1hps,9.22,2,0,0,0,0,0,0,0,0,0
1hpv,2/refined_train_3dnn/1hpv,9.22,2,0,0,0,0,0,0,0,0,0
1hpx,2/refined_train_3dnn/1hpx,11.26,2,0,0,0,0,0,0,0,0,0
1hsh,2/refined_train_3dnn/1hsh,9.42,2,0,0,0,0,0,0,0,0,0
1hsl,2/refined_train_3dnn/1hsl,7.19,2,0,0,0,0,0,0,0,0,0
1hvi,2/refined_train_3dnn/1hvi,10.92,2,0,0,0,0,0,0,0,0,0
1hvj,2/refined_train_3dnn/1hvj,11.4,2,0,0,0,0,0,0,0,0,0
1hvk,2/refined_train_3dnn/1hvk,10.96,2,0,0,0,0,0,0,0,0,0
1hvl,2/refined_train_3dnn/1hvl,9.95,2,0,0,0,0,0,0,0,0,0
1hvr,2/refined_train_3dnn/1hvr,9.51,2,0,0,0,0,0,0,0,0,0
1hvs,2/refined_train_3dnn/1hvs,10.3,2,0,0,0,0,0,0,0,0,0
1hwr,2/refined_train_3dnn/1hwr,8.33,2,0,0,0,0,0,0,0,0,0
1hxb,2/refined_train_3dnn/1hxb,9.92,2,0,0,0,0,0,0,0,0,0
1hyo,2/refined_train_3dnn/1hyo,4.07,2,0,0,0,0,0,0,0,0,0
1i1e,2/refined_train_3dnn/1i1e,5.03,2,0,0,0,0,0,0,0,0,0
1i2s,2/refined_train_3dnn/1i2s,3.31,2,0,0,0,0,0,0,0,0,0
1i37,2/refined_train_3dnn/1i37,9.57,2,0,0,0,0,0,0,0,0,0
1i5r,2/refined_train_3dnn/1i5r,8.52,2,0,0,0,0,0,0,0,0,0
1i7z,2/refined_train_3dnn/1i7z,6.4,2,0,0,0,0,0,0,0,0,0
1i9n,2/refined_train_3dnn/1i9n,8.66,2,0,0,0,0,0,0,0,0,0
1i9p,2/refined_train_3dnn/1i9p,8.41,2,0,0,0,0,0,0,0,0,0
